,username,mean,median,variance,number of tweets,Type of Data
1584,Toyota,247.22857142857143,248.5,43343.081088435385,210,Skewed
1585,ToyotaCanada,12.043795620437956,11.0,40.29005274655016,137,Symmetric
1586,ToyotaCenter,10.09106529209622,8.0,50.337067937317705,582,Skewed
1587,ToyotaEvents,2.5,2.0,3.125,32,Skewed
1588,ToyotaFanZone,1.6318347509113,1.0,3.3942234866660073,823,Skewed
1589,ToyotaFinancial,2.737410071942446,3.0,3.726010558459707,556,Symmetric
1590,ToyotaFrance,6.0,6.0,0.0,1,Symmetric
1591,ToyotaGRMX,2.0,3.0,2.0,3,Skewed
1592,ToyotaID,2.3,2.0,3.6100000000000003,10,Skewed
1593,ToyotaLatino,3.3846153846153846,1.5,17.390532544378694,26,Skewed
1594,ToyotaLibyaFZC,1.2794117647058822,1.0,1.524870242214533,68,Skewed
1595,ToyotaMex,4.0,0.0,32.0,3,Skewed
1596,ToyotaMotorCorp,129.68548387096774,24.5,20464.602692507808,124,Skewed
1597,ToyotaMotorPH,2.555066079295154,2.0,7.286615304003572,227,Skewed
1598,ToyotaNL,2.6666666666666665,3.0,1.5555555555555554,3,Symmetric
1599,ToyotaPolicy,6.842105263157895,6.0,18.157255486895377,247,Skewed
1600,ToyotaRacing,129.2269807280514,22.0,31926.864967971793,467,Skewed
1601,ToyotaResearch,14.633333333333333,13.5,37.898888888888884,30,Symmetric
1602,ToyotaSD,4.5,4.0,2.746021220159151,754,Skewed
1603,ToyotaShowcase,2.54,2.0,3.6484,150,Skewed
1604,ToyotaSoCal,5.393013100436681,5.0,15.036224836800722,687,Skewed
1605,ToyotaSportsCtr,3.4593023255813953,3.0,7.4692739318550565,172,Skewed
1606,ToyotaStadiumTX,3.3349397590361445,2.0,11.904682827696327,415,Skewed
1607,Toyota_Aus,11.60483870967742,11.0,25.3196540062435,124,Skewed
1608,Toyota_DE,7.333333333333333,5.0,30.88888888888889,3,Skewed
1609,Toyota_Fortuner,17.123966942148762,17.0,41.54661566832866,121,Symmetric
1610,Trane_Tech,2.7903225806451615,3.0,1.165712799167534,62,Skewed
1611,TransitPolice,65.59016393442623,57.0,623.6844934157483,61,Skewed
1612,Travelers,57.04,53.0,206.1984,25,Skewed
1613,TrayveonW,1214.888888888889,941.0,495445.13580246916,27,Skewed
1614,TrentW71,1242.2,918.0,287537.36,5,Skewed
1615,Trey3Williams,175.0,175.0,0.0,1,Symmetric
1616,TribuneKevin,333.0,333.0,30976.0,2,Symmetric
1617,TrillWilliams6,188.1764705882353,160.0,4662.3806228373705,17,Skewed
1618,TripleA2,0.0,0.0,0.0,1,Symmetric
1619,TrumpGolfHV,308.2857142857143,97.0,111111.34693877552,7,Skewed
1620,TuckyWilliams,126.75,125.0,35.6875,4,Skewed
1621,TurkishAirlines,429.8392857142857,464.5,62174.86702806123,112,Symmetric
1622,Twitter,6759.2037037037035,4580.5,41090382.014060356,54,Skewed
1623,TwitterCanada,1586.8,1412.0,188360.76,10,Skewed
1624,TwitterCreators,3048.0,1810.0,7183084.5,4,Skewed
1625,TwitterDev,2243.5,2243.5,319790.25,2,Symmetric
1626,TwitterEng,6833.0,6833.0,0.0,1,Symmetric
1627,TwitterFashion,4244.5,4244.5,9613100.25,2,Symmetric
1628,TwitterGaming,4532.717948717948,2567.0,15516726.510190662,39,Skewed
1629,TwitterKorea,14455.333333333334,5311.0,234518059.11111107,9,Skewed
1630,TwitterLive,4741.0,4741.0,0.0,1,Symmetric
1631,TwitterMktg,1786.2,1990.0,177130.15999999997,5,Skewed
1632,TwitterMktgKR,6217.0,6217.0,0.0,1,Symmetric
1633,TwitterMktgMENA,1554.0,1554.0,0.0,1,Symmetric
1634,TwitterMktgSG,2487.0,2487.0,2211169.0,2,Symmetric
1635,TwitterMktgUK,1357.3333333333333,1341.0,43313.55555555556,3,Symmetric
1636,TwitterMovies,3594.1666666666665,2010.5,10197113.88888889,48,Skewed
1637,TwitterMusic,6429.985915492958,4011.0,46608005.985717125,71,Skewed
1638,TwitterSafety,2616.3333333333335,1797.0,2624726.2222222225,3,Skewed
1639,TwitterSports,2014.1818181818182,1496.5,1705767.5123966942,22,Skewed
1640,TwitterSupport,2037.9166666666667,1851.5,697211.5763888889,12,Symmetric
1641,TwitterTV,2270.15,1773.5,1557034.0275,20,Skewed
1642,TylerJCameron3,2892.3529411764707,1912.0,9052515.828373702,85,Skewed
1643,TyrellWilliams_,497.8,192.0,243057.36000000004,5,Skewed
1644,UCLAHealth,165.22222222222223,106.5,16909.83950617284,72,Skewed
1645,UGIndependent,91.46153846153847,66.0,3157.4792899408276,13,Skewed
1646,UKRinARM,0.0,0.0,0.0,1,Symmetric
1647,UPS,124.74774774774775,98.0,3914.188621053486,111,Skewed
1648,UPSAirlines,166.02238805970148,137.0,8093.753230118066,402,Skewed
1649,UPSPolicy,84.125,80.5,356.859375,8,Skewed
1650,UPS_Canada,127.0,124.0,1555.0,16,Symmetric
1651,UPS_Europe,66.0,66.0,0.0,1,Symmetric
1652,UPS_Ireland,63.0,63.0,0.0,1,Symmetric
1653,UPS_News,80.67647058823529,75.5,271.80709342560556,34,Skewed
1654,UPSjobs,83.85714285714286,81.0,340.97959183673476,7,Symmetric
1655,USAA,19.806772908366533,13.0,306.91286249424616,502,Skewed
1656,USAA_help,0.3333333333333333,0.0,0.22222222222222224,6,Skewed
1657,USGSA,60.0,60.0,0.0,1,Symmetric
1658,US_GSAR7,83.0,83.0,0.0,1,Symmetric
1659,UTCoachSam,199.5625,169.5,7761.97109375,80,Skewed
1660,UnAlbinism,49.25,49.0,5.1875,4,Symmetric
1661,Unilever,943.7064220183486,102.0,3327602.464270685,109,Skewed
1662,UnileverFoundry,306.1904761904762,232.0,50922.916099773254,21,Skewed
1663,UnileverSA,195.2,221.0,4822.56,5,Symmetric
1664,UnileverUKI,167.5,167.5,12656.25,2,Symmetric
1665,UnitedPilots,17.44939271255061,14.0,177.8992607648052,247,Skewed
1666,UnitedRentals,0.9204892966360856,1.0,0.5991826352065389,327,Symmetric
1667,UrbanOutfitters,218.21775898520085,186.0,6638.280276584618,473,Skewed
1668,VMSportIE,99.39170506912443,71.0,4465.639193866932,217,Skewed
1669,VWOfficial,149.66666666666666,143.0,1174.6984126984128,21,Skewed
1670,ValsparChamp,82.3157894736842,58.0,1811.0581717451519,19,Skewed
1671,Vangie4Congress,159.33333333333334,152.5,1548.222222222222,6,Symmetric
1672,VenablesBell,203.0,227.0,2530.6666666666665,3,Skewed
1673,Venuseswilliams,1470.8933333333334,1298.0,1182313.3486222222,75,Skewed
1674,Verizon,118.19101123595506,71.0,12852.10958212347,178,Skewed
1675,VerizonNews,57.1764705882353,56.0,137.20415224913495,17,Symmetric
1676,VerizonPolicy,65.33333333333333,52.5,833.5555555555555,6,Skewed
1677,VerizonSupport,229.33333333333334,51.0,64321.555555555555,3,Skewed
1678,VictorBlackwell,1105.5,976.0,173372.25,10,Skewed
1679,VictoryBellRing,167.0,167.0,0.0,1,Symmetric
1680,VictoryCJT,157.0,157.0,0.0,1,Symmetric
1681,VirgilWilliams,218.0,218.0,4096.0,2,Symmetric
1682,VirginMediaCorp,142.76470588235293,88.0,14517.9446366782,17,Skewed
1683,VirginMediaIE,81.85454545454546,64.0,1818.5970247933885,55,Skewed
1684,VirginMediaNews,71.83206106870229,63.0,817.8496591107745,131,Skewed
1685,VirginMedia_TV,69.12837837837837,59.0,812.4091946676406,148,Skewed
1686,VirginiaWms,130.0,130.0,0.0,1,Symmetric
1687,VisualStudio,78.56651017214398,69.0,730.458408947862,639,Skewed
1688,VogueWilliams,252.0,222.0,11386.142857142857,14,Symmetric
1689,Vonn,513.5,430.0,130984.5,8,Skewed
1690,VoteMeijer,690.8333333333334,669.0,148183.47222222222,6,Symmetric
1691,WCYB_Heather,274.7142857142857,203.0,21993.632653061224,7,Skewed
1692,WFInvesting,130.5,138.5,4061.25,32,Symmetric
1693,WHIAANHPI,1.3472222222222223,1.0,1.101658950617284,144,Symmetric
1694,WORLDWAD,250.22222222222223,216.5,14875.395061728395,18,Skewed
1695,WSAZTaylorEaton,118.33333333333333,124.0,1924.2222222222224,3,Symmetric
1696,WWF,400.58780487804876,325.5,50499.88131469363,410,Skewed
1697,WWFCymru,533.6666666666666,573.0,3336.222222222222,3,Skewed
1698,WWFEU,207.84615384615384,174.0,4317.668639053255,13,Skewed
1699,WWFFrance,166.0,166.0,0.0,1,Symmetric
1700,WWFINDIA,543.7142857142857,517.0,55793.91836734693,7,Symmetric
1701,WWFNewZealand,624.3333333333334,249.0,288560.2222222222,3,Skewed
1702,WWFNorge,182.0,182.0,0.0,1,Symmetric
1703,WWFSouthAfrica,213.5,213.5,4032.25,2,Symmetric
1704,WWF_Deutschland,190.5,190.5,272.25,2,Symmetric
1705,WWF_Kenya,267.5,267.5,56.25,2,Symmetric
1706,WWF_streamers,317.0,317.0,0.0,1,Symmetric
1707,WWF_tigers,222.07692307692307,178.0,8686.378698224851,13,Skewed
1708,WWFnews,162.0,162.0,0.0,1,Symmetric
1709,WalkFree,51.0,51.0,0.0,1,Symmetric
1710,WalkingDead_AMC,1943.8566748566748,1696.0,874484.5568534806,1221,Skewed
1711,Walmart,59.53874538745387,19.0,9152.772484034804,271,Skewed
1712,WalmartAction,11.719298245614034,10.0,47.289627577716224,57,Skewed
1713,WalmartCAGaming,7.588108108108108,5.0,57.44656128560993,925,Skewed
1714,WalmartCanada,3.5404411764705883,3.0,6.564540981833909,272,Skewed
1715,WalmartInc,17.497584541062803,17.0,53.75724054236971,207,Symmetric
1716,WalmartWorld,13.845161290322581,13.0,45.046992715920915,465,Symmetric
1717,Walmarttech,6.123595505617978,5.0,14.602701679080925,89,Skewed
1718,Wana____,187.231884057971,98.0,40824.17811384163,69,Skewed
1719,WeAreCisco,39.635714285714286,42.0,1615.07443877551,140,Skewed
1720,WeAreFreeLions,46.0,46.0,0.0,1,Symmetric
1721,WeAreLenovo,246.0,246.0,0.0,1,Symmetric
1722,WeRRestaurants,69.07142857142857,63.5,422.78061224489795,14,Skewed
1723,WebexAhead,1.6521739130434783,1.5,1.7485822306238186,230,Symmetric
1724,WellsFargo,60.464285714285715,53.5,358.3915816326531,28,Skewed
1725,WellsFargoCtr,125.25806451612904,93.0,8733.772112382932,124,Skewed
1726,WellsFargoGolf,91.1875,80.5,2291.52734375,16,Skewed
1727,WesWilliamsII,1094.5,1094.5,937992.25,2,Symmetric
1728,WesternUnion,206.34146341463415,115.0,36115.10291493158,41,Skewed
1729,WhitmoreJen,172.6315789473684,115.0,13280.23268698061,19,Skewed
1730,WhitneyinMT,399.0,399.0,75076.0,2,Symmetric
1731,Williaaams45,1495.0,1292.0,1039631.1428571428,7,Symmetric
1732,Williams4TN,126.0,126.0,0.0,1,Symmetric
1733,WilliamsBob75,145.28571428571428,139.0,731.9183673469388,7,Symmetric
1734,WilliamsCollege,339.0,339.0,0.0,1,Symmetric
1735,WilliamsEsports,157.23684210526315,145.5,1624.7070637119114,38,Skewed
1736,WilliamsForMT,141.66666666666666,140.0,314.6666666666667,9,Skewed
1737,WilliamsJon,202.41666666666666,182.5,8603.576388888889,36,Skewed
1738,WilliamsRacing,378.6429716729022,281.0,74673.83939341395,1871,Skewed
1739,WilliamsSharrie,168.34782608695653,149.0,2443.9949590422175,69,Skewed
1740,WilliamsSonoma,214.9,143.5,16029.689999999999,10,Skewed
1741,Williams_Justin,253.75,230.0,13957.631944444445,36,Skewed
1742,Williamstweet,159.0,126.0,4850.222222222223,9,Skewed
1743,WiltsRebecca,97.0,103.0,130.66666666666666,3,Skewed
1744,WinnipegNews,143.71428571428572,104.0,12245.918367346938,7,Skewed
1745,WorldYMCA,49.10526315789474,50.0,24.409972299168974,19,Symmetric
1746,Wx_Isaac,289.0,289.0,0.0,1,Symmetric
1747,WyckoffWilliams,182.5,182.5,506.25,2,Symmetric
1748,YMCAEng_Wales,63.72727272727273,59.5,389.2892561983471,22,Skewed
1749,YMCA_Boston,93.25,95.0,571.6875,4,Symmetric
1750,YMCA_Canada,80.66666666666667,71.0,1194.888888888889,3,Symmetric
1751,YWCAVAN,61.666666666666664,56.0,104.22222222222223,3,Skewed
1752,YahooPlay,118.0,126.5,2763.5,4,Symmetric
1753,YahooSG,102.0,68.0,5649.923076923077,26,Skewed
1754,YahooSportAu,79.0,79.0,0.0,1,Symmetric
1755,YahooSportsCFB,111.73506493506494,85.0,5389.446692528251,385,Skewed
1756,ZachReports,228.1875,227.5,4985.52734375,16,Skewed
1757,ZachSWilliams,335.75,169.5,86026.52083333333,12,Skewed
1758,ZackBellPEI,151.0,151.0,0.0,1,Symmetric
1759,ZbyHP,47.0,47.0,1.0,2,Symmetric
1760,_BGR8_,12728.0,12728.0,159087769.0,2,Symmetric
1761,_Cameron_Brodie,1134.5,1134.5,370272.25,2,Symmetric
1762,_HudsonYardsNYC,108.46666666666667,106.0,782.3822222222223,15,Skewed
1763,_MWil1iams,390.5,390.5,54056.25,2,Symmetric
1764,__bbell,178.25,178.5,2659.6875,4,Symmetric
1765,__lilbooman4,175.4,174.0,138.64000000000001,5,Symmetric
1766,_blessed_23,464.125,430.0,20414.359375,8,Symmetric
1767,_demiwilliams,246.8,212.0,14397.759999999998,5,Skewed
1768,_ejda1,506.35483870967744,408.0,100753.97086368366,31,Skewed
1769,_mte3,264.9,167.0,41403.62333333334,30,Skewed
1770,_trickwilliams,316.0,312.5,2668.5,4,Symmetric
1771,aa_kurumsal,1.6363636363636365,2.0,1.322314049586777,22,Symmetric
1772,aa_spor,1.2222222222222223,1.0,1.1358024691358024,27,Symmetric
1773,aaroadwatch,1.3339285714285714,1.0,1.1402774234693875,560,Symmetric
1774,aarpiowa,135.4,141.0,3617.84,5,Symmetric
1775,abewilliamsdp,444.4166666666667,360.5,88244.74305555552,12,Skewed
1776,abovethestag,81.4,75.0,121.84,5,Symmetric
1777,acerID,133.0,110.0,8887.5,4,Symmetric
1778,adamwilliamsTV,174.66666666666666,120.0,6774.88888888889,3,Skewed
1779,aeneas35,459.6,225.5,194692.63999999998,10,Skewed
1780,airasia,146.47169811320754,129.0,3303.1297021478576,159,Skewed
1781,airtelbank,5342.2959183673465,5184.5,6416840.983860893,98,Symmetric
1782,airtelindia,222.8181818181818,177.5,11854.012396694214,88,Skewed
1783,airtelrw,200.0,117.0,16955.714285714286,7,Skewed
1784,ajwilliams23,715.4545454545455,494.5,351146.7024793389,22,Skewed
1785,alankellylabour,157.1875,137.0,5943.735677083333,48,Skewed
1786,alcoatheband,2.4444444444444446,2.0,2.9691358024691348,36,Symmetric
1787,alexwilliams282,846.0,846.0,0.0,1,Symmetric
1788,aliahonair,189.92307692307693,171.0,2725.147928994083,13,Skewed
1789,amandashires,594.3793103448276,461.0,193190.92508917957,58,Skewed
1790,amandwms,272.0,272.0,0.0,1,Symmetric
1791,amazon,428.925,370.5,39681.419375000005,40,Skewed
1792,amazonIN,650.912676056338,488.0,177598.5078674866,355,Skewed
1793,amazon_policy,421.0,421.0,0.0,1,Symmetric
1794,amazonbooks,396.875,368.0,17025.359375,8,Symmetric
1795,amazongames,991.6,624.0,664376.106666667,15,Skewed
1796,amazonluna,314.42857142857144,285.0,3177.387755102041,7,Skewed
1797,amazonmusic,843.4348623853211,573.0,457595.5154818618,545,Skewed
1798,amazonnews,308.5882352941176,278.0,4800.006920415224,17,Skewed
1799,amazonwatch,400.94117647058823,363.0,21708.996539792388,17,Skewed
1800,amctv_br,4.5,3.5,17.25,4,Skewed
1801,amctv_es,14.8,10.0,151.85999999999999,20,Skewed
1802,amctv_la,2.125,1.0,7.109375,8,Skewed
1803,amfam,1.1135371179039302,1.0,0.563528536831868,229,Symmetric
1804,ampcalgary,1565.0,1363.5,414680.5,4,Skewed
1805,amwayindia,156.91666666666666,143.5,1570.1597222222224,24,Skewed
1806,anapaularenault,761.0,536.5,547436.5,4,Skewed
1807,andrecisco7,611.0,611.0,0.0,1,Symmetric
1808,andybell5news,618.5,532.0,209805.58333333334,6,Skewed
1809,angellicabell,192.0,192.0,0.0,1,Symmetric
1810,arc_gov_au,92.66666666666667,95.0,497.77777777777766,9,Symmetric
1811,arenaracingco,81.77777777777777,79.0,278.17283950617286,9,Symmetric
1812,ariellefree,86.03703703703704,70.0,1707.0727023319616,27,Skewed
1813,armengage,0.6617647058823529,1.0,0.22383217993079588,272,Skewed
1814,armnewsteam,0.7419825072886297,1.0,0.19144446616630834,2058,Skewed
1815,asda,66.54838709677419,55.0,837.516475893167,93,Skewed
1816,ashleyforAR,562.5,562.5,144780.25,2,Symmetric
1817,ashleynicwill,331.78494623655916,296.0,32667.351601341194,93,Skewed
1818,ashwilliams1,205.1,206.5,6223.6900000000005,20,Skewed
1819,astroonline,66.72727272727273,54.0,606.9256198347107,11,Skewed
1820,astrotraffic,99.4,100.0,1541.04,5,Symmetric
1821,asus_ch,3.5942857142857143,3.0,9.372538775510204,175,Skewed
1822,asusbr,0.0,0.0,0.0,1,Symmetric
1823,asusde,3.0,3.0,0.0,1,Symmetric
1824,asusrogde,13.909090909090908,9.0,171.35537190082644,11,Skewed
1825,audrawilliams,326.4117647058824,259.0,44547.771626297574,17,Skewed
1826,augiwilliams,180.25,154.0,4574.6875,4,Skewed
1827,austinwilliamsw,154.85714285714286,144.0,985.5510204081633,7,Symmetric
1828,austinxwill,637.6153846153846,372.0,374400.2366863905,13,Skewed
1829,avalon_emerson,449.0,449.0,0.0,1,Symmetric
1830,avivaloeb,61.5,61.5,2.25,2,Symmetric
1831,avivaplc,94.3157894736842,80.0,867.2686980609419,19,Skewed
1832,avivash,717.0,717.0,0.0,1,Symmetric
1833,avonworldwide,315.4,161.5,147376.44,10,Skewed
1834,awscloud,681.2,381.5,479195.6933333333,60,Skewed
1835,axainsurance,368.0,368.0,0.0,1,Symmetric
1836,azuread,76.39473684210526,74.5,421.60734072022166,38,Skewed
1837,bar_tv,107.5,97.5,1321.25,4,Symmetric
1838,barandbench,155.40303738317758,118.5,9386.679850587387,856,Skewed
1839,bayer04_en,367.2328629032258,294.0,39543.303637771525,992,Skewed
1840,bayer04_es,530.3571428571429,358.5,144343.3724489796,14,Skewed
1841,bayer04fussball,436.5882352941176,262.0,120031.41868512111,17,Skewed
1842,bayer_julia,689.5,638.5,93954.25,4,Symmetric
1843,baylyjoanne,160.5,160.5,600.25,2,Symmetric
1844,bcameron7,154.0,154.0,0.0,1,Symmetric
1845,belk,194.04347826086956,180.0,9272.345935727786,46,Skewed
1846,bellmelissa778,117.0,117.0,0.0,1,Symmetric
1847,ben_cameron,270.61224489795916,205.0,20837.870054144107,49,Skewed
1848,berghain,72.25,71.5,6.1875,4,Symmetric
1849,bicmuller,1807.6666666666667,1852.0,21516.222222222223,3,Symmetric
1850,big_ave21,248.0,248.0,0.0,1,Symmetric
1851,billemerson,4.0,4.0,0.0,1,Symmetric
1852,billjcameron,334.6666666666667,296.0,19563.55555555556,3,Symmetric
1853,bing,79.91869918699187,68.0,1173.8470487143895,123,Skewed
1854,bizzyems,2.95,3.0,2.3975,40,Symmetric
1855,bjsrestaurants,84.5,84.5,992.25,2,Symmetric
1856,blackberrysmoke,20.688524590163933,20.0,302.8701961838215,183,Skewed
1857,blwilliamsmedia,256.0,256.0,0.0,1,Symmetric
1858,boyerweathers,173.0,168.0,536.3636363636364,11,Symmetric
1859,bradleywyros,62.0,62.0,0.0,1,Symmetric
1860,branwilliams,13217.888888888889,12792.0,125575312.09876543,9,Skewed
1861,brennawilliams,1046.6666666666667,119.0,1726702.888888889,3,Skewed
1862,bridge_oracle,2895.4,858.0,6872659.4399999995,5,Symmetric
1863,bridsmithTD,200.64,160.5,13133.390399999998,50,Skewed
1864,brionymaybakes,281.6577181208054,238.0,27659.46002432323,149,Skewed
1865,bucksfreepress,52.5,52.5,72.25,2,Symmetric
1866,bw51official,1271.8,402.0,2532995.6799999997,25,Skewed
1867,bwilliamsmusic,1801.5,1801.5,1834670.25,2,Symmetric
1868,bwillmedia,325.0,278.5,34552.666666666664,6,Skewed
1869,cam_ekanayake,231.0,231.0,0.0,1,Symmetric
1870,cam_joseph,724.5,187.5,1235905.9166666667,6,Skewed
1871,cam_norrie,407.2,355.0,57757.76000000001,25,Skewed
1872,cam_pring,327.0,327.0,29929.0,2,Symmetric
1873,cam_scarlett11,172.0,172.0,0.0,1,Symmetric
1874,camdasilva,304.7383177570093,258.0,33774.866101842956,107,Skewed
1875,camduke20,1077.0,1077.0,0.0,1,Symmetric
1876,cameron,1186.0588235294117,837.0,815355.1141868513,17,Symmetric
1877,cameron_adams,295.4761904761905,270.0,13019.773242630386,21,Symmetric
1878,cameron_edge2,222.83333333333334,195.5,3871.472222222222,6,Skewed
1879,cameron_tiff,291.5945945945946,230.0,33525.48429510591,37,Skewed
1880,camerondallas,6648.5,5296.0,28083605.033783782,74,Skewed
1881,camerondickqld,186.57142857142858,152.0,3785.673469387755,7,Skewed
1882,cameronesposito,813.2,592.0,418656.81934065936,455,Skewed
1883,cameronhurley,570.25,436.0,179661.6875,8,Skewed
1884,cameronpercy1,426.3333333333333,268.0,78056.22222222222,3,Skewed
1885,cameronsalerno1,211.08333333333334,199.0,2749.243055555556,12,Skewed
1886,cameronscheetz,290.13253012048193,226.0,22844.2595442009,83,Skewed
1887,cameronstrang,166.5,155.5,757.45,10,Skewed
1888,camjordan94,681.3592233009708,427.0,348406.4890815974,309,Skewed
1889,camluke,187.0,187.0,0.0,1,Symmetric
1890,cammalveaux,258.0,258.0,6084.0,2,Symmetric
1891,cammeyercyclist,366.3333333333333,232.0,53570.8888888889,3,Skewed
1892,cammmyd,11390.0,11390.0,117158976.0,2,Symmetric
1893,cammyorr95,182.66666666666666,151.0,2409.555555555555,3,Skewed
1894,camogreen11,178.0,178.0,121.0,2,Symmetric
1895,campayne,2418.0,2418.0,0.0,1,Symmetric
1896,campostfilm,291.25,294.5,15429.6875,4,Symmetric
1897,campricenews,150.0,150.0,0.0,1,Symmetric
1898,camrhamilton,375.1818181818182,350.0,35038.694214876035,11,Skewed
1899,camronmitchell,143.0,143.0,0.0,1,Symmetric
1900,camsmith9,504.9714285714286,303.0,153592.3706122449,35,Skewed
1901,camstewarttheoz,1328.5,1328.5,932190.25,2,Symmetric
1902,candacecbure,438.3617886178862,347.0,80293.40162932118,246,Skewed
1903,canstrongfree,70.0,70.0,81.0,2,Symmetric
1904,casinclair,269.0,263.5,8138.0,6,Symmetric
1905,casshudson,90.33333333333333,95.0,64.8888888888889,3,Skewed
1906,cathmartingreen,148.34615384615384,138.0,2590.1494082840236,52,Skewed
1907,cbc_life,190.88888888888889,100.0,36792.09876543211,9,Skewed
1908,cbcbooks,77.6969696969697,68.0,1080.6657483930212,66,Skewed
1909,cbcdocs,69.67796610169492,56.0,1046.286124676817,59,Skewed
1910,cbcgem,123.73584905660377,85.0,11888.420790316835,53,Skewed
1911,cbcideas,55.57142857142857,50.0,322.8163265306122,14,Skewed
1912,cbcmarketplace,74.62162162162163,70.0,826.4514243973703,37,Skewed
1913,cbcnewsbc,101.99738903394255,76.0,4719.866833913927,766,Skewed
1914,cbcnfldmorning,41.0,41.0,0.0,1,Symmetric
1915,cbcotttraffic,65.55102040816327,59.0,533.8800499791753,49,Skewed
1916,cbcpodcasts,63.31944444444444,53.5,566.1896219135803,72,Skewed
1917,cbcradio,85.29411764705883,73.5,2413.8546712802763,34,Skewed
1918,cbcsports,102.33261339092873,78.0,4398.952003321376,463,Skewed
1919,cdrummond97,359.0,359.0,15376.0,2,Symmetric
1920,cero,536.0,536.0,0.0,1,Symmetric
1921,ch9,76.21951219512195,71.0,361.6835217132659,41,Skewed
1922,ch_skysports,644.0,644.0,0.0,1,Symmetric
1923,chanelwestcoast,2074.0,2074.0,0.0,1,Symmetric
1924,chantellecam,340.0,340.0,0.0,1,Symmetric
1925,chasepwilliams,234.16535433070865,195.0,15460.988405976814,127,Skewed
1926,chomicide,182.6206896551724,144.0,5064.131985731272,58,Skewed
1927,chrisandrews64,108.91666666666667,112.0,147.40972222222223,12,Symmetric
1928,chriswnews,150.4,149.0,490.23999999999995,5,Symmetric
1929,chudson,169.75,123.0,12165.6875,4,Skewed
1930,ciscoDC,2.514954486345904,3.0,1.459139172180783,769,Symmetric
1931,cisco_in,2.243675099866844,2.0,1.4572669197395038,751,Symmetric
1932,ciscoapac,1.631578947368421,1.0,1.7590027700831024,608,Symmetric
1933,ciscomiddleeast,1.3533026113671276,1.0,1.4819360973664526,651,Skewed
1934,cj_teague,259.3333333333333,186.0,12774.888888888889,3,Skewed
1935,cjhunt78,466.0,466.0,0.0,1,Symmetric
1936,ck3thethrill,229.22222222222223,255.0,3083.061728395062,9,Symmetric
1937,clairecameron,188.0,188.0,0.0,1,Symmetric
1938,climateWWF,292.8,252.0,13642.56,15,Skewed
1939,cnnbrk,1070.2030194676202,861.0,339382.5416198061,2517,Skewed
1940,cnni,859.5944779982743,722.0,134725.49905492595,1159,Skewed
1941,cnnphilippines,1143.9503042596348,882.5,465475.41233763564,986,Skewed
1942,cnnsport,890.1458333333334,803.0,138236.20789930553,48,Skewed
1943,coachmikebayer,402.2,458.0,18895.360000000004,5,Symmetric
1944,coachwaltbell,255.75,167.0,36455.80288461538,52,Skewed
1945,coachwill347,120.66666666666667,116.0,53.555555555555564,3,Skewed
1946,coloradan,954.0,954.0,0.0,1,Symmetric
1947,comcast,69.37837837837837,50.0,1552.4514243973704,37,Skewed
1948,comcastbusiness,191.75675675675674,109.0,24638.670562454343,37,Skewed
1949,comcastcareers,55.0,54.0,72.0,6,Symmetric
1950,continentaltire,58.58762886597938,53.0,285.3969603571049,97,Skewed
1951,corkindo,59.55555555555556,55.0,240.91358024691357,9,Symmetric
1952,cpolom,432.5,432.5,6642.25,2,Symmetric
1953,craig4monty,154.0,144.0,434.0,3,Skewed
1954,creedcnw,131.55,129.0,1660.9474999999998,20,Skewed
1955,crising7,1582.0,1582.0,1577536.0,2,Symmetric
1956,crystalbell,455.7230769230769,278.0,183609.31818540432,195,Skewed
1957,crystalrhudson,127.26666666666667,101.0,6122.72888888889,15,Skewed
1958,csapac,43.0,43.0,0.0,1,Symmetric
1959,cvmeron_perry,5509.0,1681.0,40952394.666666664,3,Skewed
1960,cvspharmacy,98.82352941176471,61.0,5975.557093425605,17,Skewed
1961,cwilliams13abc,265.6666666666667,213.0,22747.55555555555,3,Symmetric
1962,cwilliams2k4,124.0,124.0,0.0,1,Symmetric
1963,cwilliams400,191.75,192.0,4325.6875,4,Symmetric
1964,cwilliamsKSL,125.42857142857143,123.0,94.53061224489797,7,Symmetric
1965,cwillkl80,164.0,164.0,0.0,1,Symmetric
1966,danney_williams,751.3636363636364,818.0,181547.32231404958,11,Symmetric
1967,darealmike_dub,590.2857142857143,448.0,185103.0612244898,7,Symmetric
1968,darrelwilliams_,956.1851851851852,656.0,473038.2249657065,27,Skewed
1969,dawnhudson,138.75,134.5,1346.1875,4,Symmetric
1970,daybreaknorth,45.0,45.0,0.0,1,Symmetric
1971,deathbombarc,114.4375,86.0,3435.24609375,48,Skewed
1972,delaneywilliams,181.0,181.0,0.0,1,Symmetric
1973,devonwillliams,343.0,343.0,0.0,1,Symmetric
1974,didychrislito,87.136,75.0,1460.981504,125,Skewed
1975,diodesign,193.0,193.0,0.0,1,Symmetric
1976,dj45williams,247.75,181.0,27019.1875,12,Skewed
1977,djaycameron,331.3333333333333,409.0,14720.222222222224,3,Skewed
1978,domenergysc,353.0,353.0,0.0,1,Symmetric
1979,donnie_shell,606.3333333333334,762.0,67989.55555555555,3,Skewed
1980,dsw_intl,73.0,63.0,820.6666666666666,3,Symmetric
1981,duncanbell3,270.6,189.0,19077.04,5,Skewed
1982,dwilliamsjudo,176.0,176.0,0.0,1,Symmetric
